name	id	price	categories/0/title	categories/1/title	categories/2/title	coordinates/longitude	coordinates/latitude	location/zip_code	location/address1	rating	review_count	phone
La Pearl Beauty Emporium	la-pearl-beauty-emporium-philadelphia	$$	Hair Salons			-75.1988907	39.9614792	19104	3857 Lancaster Ave	4.5	13	12153878232
Boston Market	boston-market-philadelphia-9	$	Comfort Food	American (Traditional)	Caterers	-75.2000427	39.9556503	19104	3901 Chestnut St	2.5	15	12152226900
Doctor Cycles	doctor-cycles-philadelphia	$	Bikes	Bike Repair/Maintenance		-75.1937789	39.9588224	19104	3601 Lancaster Ave	4	24	12158236780
12th Street Catering	12th-street-catering-philadelphia	$$	Caterers			-75.1904221	39.96278	19104	3312-20 Spring Garden St	5	15	12153868595
University of Pennsylvania Bookstore	university-of-pennsylvania-bookstore-philadelphia	$$	Bookstores			-75.19476	39.95328	19104	3601 Walnut St	3.5	42	12158987595
A Quality Cafe	a-quality-cafe-philadelphia	$	Halal	Falafel	Food Trucks	-75.2187346	39.9412882	19143	45th & Walnut St	4.5	4	12678005100
First Decisions	first-decisions-philadelphia	$$	Barbers			-75.2021942	39.9551544	19104	113 S 40th St	4.5	11	12152226366
Chez Yasmine	chez-yasmine-philadelphia	$	Food Trucks			-75.1974182	39.9508858	19104	3700 Spruce St	4	27	12672595952
Jazz & Java	jazz-and-java-philadelphia-2	$	Coffee & Tea			-75.1963083	39.9493995	19104	Claire Fagin Hall	3.5	4	
Bonded BoutiqueCleaners	bonded-boutiquecleaners-philadelphia-4	$$	Dry Cleaning & Laundry	Sewing & Alterations		-75.1975615	39.9509028	19104	3724 Spruce St	3.5	27	12153821890
Jean Madeline Aveda Institute Salon	jean-madeline-aveda-institute-salon-philadelphia	$	Hair Salons	Nail Salons		-75.201914	39.9559821	19104	3943-45 Chestnut St	3	150	12673508800
Pete's Little Lunch Box Truck	petes-little-lunch-box-truck-philadelphia	$	Food Trucks			-75.18935657	39.9561682	19104	11 N 33rd St	5	8	
Hello World	hello-world-philadelphia-3	$$	Home Decor	Kitchen & Bath	Fashion	-75.1949692	39.9537926	19104	3610 Sansom St	4.5	9	12153825207
Bridge Cafe	bridge-cafe-philadelphia	$	Cafes			-75.19852637	39.95260663	19104	3641 Locust Walk	3	11	
Brotherly Grub	brotherly-grub-philadelphia-6	$	Food Trucks	Sandwiches		-75.19919141	39.95122009	19104		5	3	12158801259
Williams Cafe	williams-cafe-philadelphia-2	$	Coffee & Tea	Bakeries	Bagels	-75.1946211	39.95094632	19104	255 S 36th St	5	1	12158986815
Le Anh Chinese Food	le-anh-chinese-food-philadelphia	$	Chinese			-75.19533	39.95064	19104	3600 Spruce St	2	20	
Spice End: Food Truck	spice-end-food-truck-philadelphia	$	Indian	Halal	Food Trucks	-75.1895399	39.9574	19104	3300 Arch Street	5	1	12678089510
Soup'er Sushi	souper-sushi-philadelphia	$	Sushi Bars	Soup		-75.192543	39.9476013	19104	3400 Civic Center Blvd	5	1	
The Jimmy Truck	the-jimmy-truck-philadelphia	$	Food Trucks	Sandwiches		-75.1870099	39.954322	19104	3200 Ludlow St	4.5	3	12152808102
Dr. Coffee	dr-coffee-philadelphia	$	Coffee & Tea			-75.192543	39.9476013	19104	The Children's Hospital of Philadelphia	4.5	3	18563414795
McDonald's	mcdonalds-philadelphia-6	$	Fast Food	Burgers		-75.20236038	39.95428699	19104	3935 Walnut St	2	42	12152226266
Smooth Cow	smooth-cow-philadelphia	$	Food Trucks	Sandwiches	Creperies	-75.19022383	39.95568195	19106	33 Rd Market St	3	4	12679023200
Kitchen Gia	kitchen-gia-philadelphia	$$	Coffee & Tea	Sandwiches	American (Traditional)	-75.197513	39.9508971	19104	3716 Spruce St	2.5	12	12152227713
The Real Lee Ahn	the-real-lee-ahn-philadelphia	$	Chinese			-75.19529	39.95078	19195	36th and Spruce St	2.5	16	
Frita's	fritas-philadelphia	$	Food Stands			-75.19004	39.95256	19104	33rd St and Walnut St	4	2	
Plaza Artist Materials & Picture Framing	plaza-artist-materials-and-picture-framing-philadelphia	$$	Art Supplies	Framing		-75.18829287	39.95374467	19104	3200 Chestnut St	4.5	8	12158236893
Troy Food Cart	troy-food-cart-philadelphia	$	Street Vendors			-75.1992099	39.9512799	19104	38TH And Spruce St Corner	4	10	16106598855
Drakein House	drakein-house-philadelphia	$	Coffee & Tea			-75.19866943	39.95422756		33st Market St	5	1	
Mojo Gourmet Coffee	mojo-gourmet-coffee-philadelphia	$$	Coffee & Tea			-75.1992111	39.9512787	19104	38th St and Spruce St	4.5	3	16097312202
Piper Boutique	piper-boutique-philadelphia	$$$	Women's Clothing			-75.19219175	39.95315323	19104	140 S 34th St	4.5	9	12672336516
Nora's Food Cart	noras-food-cart-philadelphia	$	Street Vendors			-75.1992111	39.9512787	19104	38th & Spruce St	4.5	11	12676221437
La Sarten Express	la-sarten-express-philadelphia	$	Food Trucks	Mexican		-75.1913989	39.95668701	19148	7th St & Fernon St	3	6	12152530162
Lee's Market	lees-market-philadelphia-7	$	Grocery	Cheesesteaks	Sandwiches	-75.19407749	39.96230332	19104	423 N 36th St	4.5	4	12152220731
Papa John's Pizza	papa-johns-pizza-philadelphia-9	$	Pizza			-75.20265	39.95518	19104	104 S 40th St	2.5	13	12153497272
Wendy's	wendys-philadelphia-32	$	Burgers	Fast Food		-75.19876421	39.95264259		Amtrak - 30th St Station	2.5	7	
George's Food truck	georges-food-truck-philadelphia	$	Food Trucks			-75.1967877	39.9540258	19104	3700 Sansom St	4.5	8	
Joseph Anthony Hairstyling	joseph-anthony-hairstyling-philadelphia	$$	Hair Salons	Waxing	Nail Salons	-75.1978159	39.9536379	19104	3743 Walnut St	3.5	57	12152229252
Starbucks	starbucks-philadelphia-29	$	Coffee & Tea			-75.19960733	39.95231707	19104	3800 Locust Walk	2	16	12158985265
Pizza Hut	pizza-hut-philadelphia-24	$$	Pizza	Italian	Chicken Wings	-75.2022102	39.95609695	19104	33 S. 40th Street	2	16	12152222110
Annenberg Center For the Performing Arts	annenberg-center-for-the-performing-arts-philadelphia	$$	Performing Arts	Jazz & Blues	Music Venues	-75.19635605	39.95286638	19104	3680 Walnut St	4	8	12158983900
Taco Bell	taco-bell-philadelphia-16	$	Fast Food	Mexican	Tex-Mex	-75.1928651	39.953173	19104	University of Pennsylvania	2.5	12	12153822390
LOFT	loft-philadelphia-2	$$	Women's Clothing	Accessories		-75.19482913	39.95364935	19104	120 S 36th St	3.5	11	12152220655
White Dog Cafe	white-dog-cafe-philadelphia-3	$	Coffee & Tea			-75.1804733	39.9565582	19104	422 N	5	1	12152220965
Cupcake Carnivale	cupcake-carnivale-philadelphia	$	Desserts	Food Trucks		-75.1895399	39.9574	19104	3300 Arch St	3.5	19	16097518484
Chick-fil-A	chick-fil-a-philadelphia-6	$	Fast Food			-75.19036806	39.9591694	19104	203 N. 34th Street	3	5	12158956246
Insomnia Cookies Penn	insomnia-cookies-penn-philadelphia	$$	Bakeries	Desserts		-75.1929403	39.9506222	19104	3417 Spruce St	3.5	14	12153872005
Mark's Cafe	marks-cafe-philadelphia	$	Coffee & Tea	Bagels	Breakfast & Brunch	-75.19431149	39.95272408	19104	3420 Walnut St	2.5	6	
University Club at Penn	university-club-at-penn-philadelphia	$$	American (New)	Breakfast & Brunch		-75.1957582	39.953278	19104	3611 Walnut St	3	6	12158984618
MexiPhilly Food Cart	mexiphilly-food-cart-philadelphia	$	Food			-75.19723	39.95101	19104	37th St and Spruce St	3.5	18	
Happy Sunshine Food Truck	happy-sunshine-food-truck-philadelphia	$	Food Trucks			-75.1890793	39.9575882	19104	33rd and Arch St	4.5	10	
Spruce Hill Manor	spruce-hill-manor-philadelphia	$	Bed & Breakfast			-75.19598	39.96115	19104	3709 Baring St	5	6	12154722213
Mediterranean Cafe & Ice Cream	mediterranean-cafe-and-ice-cream-philadelphia	$$	Cafes	Ice Cream & Frozen Yogurt		-75.1926515	39.953009	19104	3409 Walnut St	2	13	12153878837
NY Gyro Lunch	ny-gyro-lunch-philadelphia-2	$	Food Trucks	Halal		-75.19605495	39.95083856	19104	Market 36th	4	1	
Penn Campus Hair Skin & Nail Salon	penn-campus-hair-skin-and-nail-salon-philadelphia	$$	Hair Salons	Nail Salons		-75.1979675	39.9509583	19104	3730 Spruce St	3	31	12152229351
Indian Food Truck	indian-food-truck-philadelphia	$	Indian	Food Stands		-75.197788	39.954138	19104	3746 Sansom St	2	14	
American Picture Framing	american-picture-framing-philadelphia	$$$	Framing			-75.1982193	39.95961	19104	3821 Powelton Ave	5	4	12153823900
Sheraton Philadelphia University City Hotel	sheraton-philadelphia-university-city-hotel-philadelphia-2	$$	Hotels			-75.1937815	39.9547198	19104	3549 Chestnut Street	2.5	95	12153878000
Global Fushion	global-fushion-philadelphia	$	Food	Asian Fusion		-75.19927895	39.95237672	19104	38th St and Locust Walk	4	1	
Starbucks	starbucks-philadelphia-8	$$	Coffee & Tea			-75.1885925	39.9553708	19104	3218 Market St	2	11	
Charlie Food	charlie-food-philadelphia	$$	Grocery			-75.1885099	39.96327	19104	32nd & Spring Garden	5	4	
Clocks Watches Jewelry Sale & Repair International	clocks-watches-jewelry-sale-and-repair-international-philadelphia	$	Jewelry	Jewelry Repair		-75.2023621	39.9567986	19104	14 S 40th St	4.5	6	12153826863
Starbucks	starbucks-philadelphia-70	$$	Coffee & Tea			-75.20032905	39.95404842	19104	3901 Walnut St	3	3	12678873825
Famous Famiglia Pizzeria	famous-famiglia-pizzeria-philadelphia	$	Pizza			-75.1926498	39.9530106	19104	3409 Walnut St	2	9	12152221212
Philly Steak & Gyro	philly-steak-and-gyro-philadelphia-5	$	Sandwiches			-75.1928864	39.9532013	19104	3401 Walnut St	2.5	3	12153873170
Market 16 Noodle Bar	market-16-noodle-bar-philadelphia	$$$	Noodles	Sushi Bars		-75.19087	39.9558	19104	34TH Market St	1.5	39	
University of Pennsylvania Computer Connection	university-of-pennsylvania-computer-connection-philadelphia	$$	Computers	Electronics		-75.19494721	39.95335266	19104	Penn Bookstore	3.5	10	12158983282
Urban Eatery	urban-eatery-philadelphia	$	Food Court			-75.19189	39.9572	19104	3400 Lancaster Ave	2.5	4	
Supercuts	supercuts-philadelphia-10	$	Hair Salons			-75.188935	39.953444	19104	3200 Chestnut St	3.5	15	12673538363
Styles Inspired By Marc	styles-inspired-by-marc-philadelphia	$$	Barbers			-75.19921392	39.96146505	19104	3854 Lancaster Ave	4.5	9	12153826272
Mokas Mediterranean Restaurant	mokas-mediterranean-restaurant-philadelphia	$$	Mediterranean			-75.1926117	39.9583015	19104	3505 Lancaster Ave	2.5	5	12152224410
Crepes and Wraps Food Truck	crepes-and-wraps-food-truck-philadelphia	$	Food Stands	Creperies		-75.1972275	39.9510117	19104	37th and Spruce St	4	1	
Urban Outfitters	urban-outfitters-philadelphia	$$$	Men's Clothing	Women's Clothing	Home Decor	-75.19493973	39.95377817	19104	110 S 36th St	3.5	15	12153876990
EAT Caf���	eat-caf���-philadelphia	$	Desserts	Community Service/Non-Profit	Sandwiches	-75.19779403	39.96040011	19104	3820 Lancaster Ave	4	1	12672922768
Irvine Auditorium	irvine-auditorium-philadelphia	$$	Music Venues			-75.1927504	39.9505941	19104	3401 Spruce St	4.5	4	
Cafe of Soul	cafe-of-soul-philadelphia	$	Coffee & Tea			-75.1996462	39.9568672	19104	3901 Market St	4	1	
Class of 1920s Commons	class-of-1920s-commons-philadelphia	$$	American (Traditional)			-75.1992674	39.9523852	19104	3800 Locust Walk	2	5	
Rio Brazilan Steak Truck	rio-brazilan-steak-truck-philadelphia	$$	Food Trucks			-75.19092154	39.95574363	19104	3400 Market St	5	2	12678795642
Heidi Express Cafe	heidi-express-cafe-philadelphia	$	Sandwiches			-75.2021484	39.9569702	19104	4000 Market St	4	1	12153869420
Terry Cheese Steak	terry-cheese-steak-philadelphia	$	Food Trucks			-75.1963128	39.95094059	19104	3601-3699 Spruce St	5	2	
Irie Caribbean Grill	irie-caribbean-grill-philadelphia	$$	Caribbean	Food Stands		-75.1937401	39.9562909	19104	Penn Student Health Services Bldg	3	2	
Halal Gyro King	halal-gyro-king-philadelphia-3	$	Food Trucks	Sandwiches		-75.19889038	39.9593958	19107	12TH And Chestnut	4	1	12155009232
Jollies West	jollies-west-philadelphia	$$	Dive Bars			-75.19690005	39.96030224	19104	3800 Lancaster Ave	3	5	
Super Deli	super-deli-philadelphia	$	Convenience Stores	Delis		-75.1910934	39.9622192	19104	415 N 34th St	3	2	12152220266
New Angle Lounge	new-angle-lounge-philadelphia	$	Beer Bar			-75.19953156	39.96182251	19104	3901 Lancaster Ave	4	1	12153875147
Furniture Lifestyle	furniture-lifestyle-philadelphia-2	$$	Furniture Stores			-75.1947849	39.9537425	19104	120 S 36th St	4	5	12156620212
American Apparel	american-apparel-philadelphia-2	$$	Accessories	Men's Clothing	Women's Clothing	-75.19651113	39.95353204	19104	Sansom Commons	3.5	9	12152222091
University of Penna Faculty Club	university-of-penna-faculty-club-philadelphia-2	$$	Buffets			-75.1947928	39.9531375	19104	200 S 36th St	2.5	2	12158984618
Pete's BBQ Pit	petes-bbq-pit-philadelphia	$	Street Vendors	Barbeque		-75.19729614	39.96106981	19104	33rd - 34th Market St	3	2	
Boozy Buttercream	boozy-buttercream-philadelphia	$$	Cupcakes	Educational Services		-75.19993	39.96244	19103		5	4	16106626483
Rocket Tan	rocket-tan-philadelphia	$	Tanning			-75.1943512	39.9591599	19104	3629 Lancaster Ave	5	3	12152224730
Khan's Hot Dog Cart	khans-hot-dog-cart-philadelphia	$	Food Stands			-75.19723	39.9510099	19104	Spruce St & 37th St	2.5	3	
Bao Long	bao-long-philadelphia	$	Food Trucks	Chinese		-75.19682	39.96048	19104		4	1	
University Of Penn Food Court	university-of-penn-food-court-philadelphia	$	Fast Food			-75.19263647	39.95317587	19104	University of Pennsylvania	3	1	
Hong Kong Food Truck	hong-kong-food-truck-philadelphia	$	Food Trucks	Cantonese		-75.19129671	39.95025203		33rd S Spruce St	3	1	16106623854
Garuda Food Truck	garuda-food-truck-philadelphia	$	Food Trucks			-75.189549	39.957401	19104	3300 Arch St	4.5	4	
Chris'pizza	chrispizza-philadelphia	$	Pizza			-75.1961212	39.9637299	19104	3701 Haverford Ave	3	2	12153862344
Pepper Mill Cafe	pepper-mill-cafe-philadelphia	$$	Sandwiches	Cafes		-75.1909183	39.9495968	19104	Penn Museum	3	1	12158985093
Taco Bell	taco-bell-philadelphia-8	$	Fast Food	Mexican		-75.18982532	39.95507388	19104	2951 Market St	3	1	12152220461
Crown Fried Chicken	crown-fried-chicken-philadelphia	$	Restaurants			-75.202652	39.963089	19104	4000 Lancaster Ave	4	1	12152224211
Pasta Fiesta	pasta-fiesta-philadelphia	$	Italian			-75.1823959	39.9548378	19104	2955 Market St	2.5	2	12153871469
O'Hara's Fish House	o-haras-fish-house-philadelphia	$$	Seafood			-75.2004929	39.9549904	19104	3900 Chestnut St	2.5	2	12153499000
Torero Food Truck	torero-food-truck-philadelphia	$	Food Trucks	Breakfast & Brunch	Spanish	-75.18923074	39.95701964	19104	S 33rd Street & Cuthbert St	3	1	
Phoebe's on Wheels	phoebes-on-wheels-philadelphia	$$$	Restaurants			-75.189549	39.957401	19104	3300 Arch Street	4	2	
Forever Colors	forever-colors-philadelphia	$$	Flowers & Gifts	Landscaping	Gardeners	-75.20063	39.962	19104	3906 Lancaster Ave	5	2	12674638133
Arthur Ross Gallery	arthur-ross-gallery-philadelphia	$	Art Galleries			-75.1924667	39.9518509	19104	220 S 34th St	4.5	3	12158982083
Big Green Earth Store	big-green-earth-store-philadelphia-2	$$	Home & Garden			-75.20038605	39.96264869	19103	Liberty Place	4	5	
White & Wong Bakery	white-and-wong-bakery-philadelphia	$	Bakeries			-75.19993	39.96244	19103		5	2	15166597889
Verizon	verizon-wireless-philadelphia-50	$$$	Mobile Phones	Electronics	Internet Service Providers	-75.1964847	39.95356996	19104	3631 Walnut St	2.5	16	12153821304
Southern Tsunami	southern-tsunami-philadelphia	$$	Sushi Bars	Food Stands		-75.19046	39.95896	19104	203 N. 34th St	3	1	
Nafi Food Truck	nafi-food-truck-philadelphia	$	Food Trucks			-75.193029	39.95558	19104	3400 Market St	4.5	2	12673345830
Philly Pretzel Factory	philly-pretzel-factory-philadelphia-11	$	Pretzels			-75.1980209	39.9509659	19104	3734 Spruce St	3.5	4	12152225055
Titra	titra-philadelphia	$$	Italian			-75.1662064	39.94841	19103	15th & Locust st	4	1	12155630000
CVS/pharmacy	cvs-pharmacy-philadelphia-66	$$	Drugstores			-75.2008	39.95403	19104	3925 Walnut St	3	16	12152220829
7-Eleven	7-eleven-philadelphia-26	$	Grocery			-75.1913834	39.9576187	19104	3401 Lancaster Ave	3	12	12153821140
Auntie Anne's	auntie-annes-philadelphia	$	Pretzels			-75.1925812	39.9529991	19104	3405 Walnut St	3	10	12153870337
Bonded Boutique	bonded-boutique-philadelphia	$$	Women's Clothing	Jewelry		-75.1975632	39.950901	19104	3724 Spruce St	3.5	3	12153821890
Black Star Hardware	black-star-hardware-philadelphia	$$	Hardware Stores	Keys & Locksmiths		-75.189829	39.9632862	19104	503 N 33rd St	4.5	4	
Jimmy John's	jimmy-johns-philadelphia-6	$	Sandwiches			-75.1891629	39.960651	19104	3233 Powelton Ave	1.5	4	12152221776
John's Lunch Cart	johns-lunch-cart-philadelphia-2	$	Food Stands			-75.19250572	39.95012764	19104	3401 Spruce St	4.5	2	12159203032
Bluemercury	bluemercury-philadelphia-2	$$$	Cosmetics & Beauty Supply	Day Spas		-75.19556778	39.95340728	19104	3603 Walnut St	2.5	20	12152222366
T-Mobile	t-mobile-philadelphia-17	$$	Mobile Phones			-75.1931346	39.9546468	19104	3441 Chestnut St	2	13	12152221084
Quiznos	quiznos-philadelphia-10	$	Fast Food	Sandwiches		-75.19218152	39.95277038	19104	3401 Walnut St Frnt	1	1	12153873736
Schmear It	schmear-it-philadelphia-2	$	Sandwiches	Bagels	Food Trucks	-75.19500151	39.95696567	19104	3601 Market St	5	1	12157923892
Sushi Do Food Cart	sushi-do-food-cart-philadelphia	$	Sushi Bars	Food Stands		-75.1894836	39.9556084	19102	Drexel University Campus	2	1	
Subway	subway-philadelphia	$	Sandwiches	Fast Food		-75.19398393	39.95645186	19104	2955 Market St	1	1	12152225833
Matt's Gourmet Sliders	matts-gourmet-sliders-philadelphia	$	Street Vendors	Food Trucks	Caterers	-75.19739	39.96048	19104		4	4	12153277583
Subway	subway-philadelphia-23	$$	Sandwiches	Fast Food		-75.19046	39.95896	19104	Drexel University	1.5	3	12155147383
Atlantis Gentlemen's Club	atlantis-gentlemens-club-philadelphia	$$	Adult Entertainment			-75.1988344	39.955354	19104	3813 Chestnut St	3	7	12153824105
Starbucks	starbucks-philadelphia-27	$$	Coffee & Tea			-75.1672974	39.9572906	19103	201 N 17th St	2.5	2	
Roses Florist	roses-florist-philadelphia-2	$$	Florists			-75.19414762	39.95485371	19104	3551 Chestnut St	3.5	3	12153873440
Vape Exhale	vape-exhale-philadelphia-2	$$	Vape Shops			-75.1940765	39.9586511	19104	3612 Lancaster Ave	5	4	12672718273
Gap	gap-philadelphia-6	$$	Men's Clothing	Women's Clothing	Children's Clothing	-75.19289	39.9532	19104	3401 Walnut St	2.5	8	12153870172
Casablanca Food Cart	casablanca-food-cart-philadelphia	$	Street Vendors			-75.19629728	39.95095859	19104	Spruce St	3	5	
Old Nelson Food Company	old-nelson-food-company-philadelphia-12	$$	Grocery			-75.19189	39.9572	19104	3400 Lancaster Ave	4.5	3	12159216998
Lunchbox Philly	lunchbox-philly-philadelphia	$	Food Trucks			-75.18908	39.95759	19104	33rd and Arch St	5	1	12159714440
Houston Hall	houston-hall-philadelphia	$$	Venues & Event Spaces	Party & Event Planning		-75.1929403	39.9506222	19104	3417 Spruce St	2.5	10	12158985552
Say Cheese	say-cheese-philadelphia-2	$	Food Trucks			-75.1888885	39.9568787	19104	Cuthbert St	5	1	
Alhuda Henna Fashions	alhuda-henna-fashions-philadelphia	$$	Henna Artists			-75.1953934	39.9583587	19104	Serving the Philadelphia area	5	2	14849082957
The Real Le Anh	the-real-le-anh-philadelphia	$	Food Trucks			-75.1952896	39.950779	19104	36th and Spruce	2.5	16	
Amish Produce Stand	amish-produce-stand-philadelphia	$	Farmers Market			-75.19576	39.95968	19104	Lancaster Ave & Powelton Ave	5	2	
CVS/pharmacy	cvs-pharmacy-philadelphia-49	$$	Drugstores			-75.19289	39.9532	19104	3401 Walnut St	2	23	12156621333
Curly's Cleaners	curlys-cleaners-philadelphia	$	Dry Cleaning & Laundry			-75.1998818	39.9546705	19104	117 S 39th St	3	4	12153568557
The Fresh Grocer of Grays Ferry	the-fresh-grocer-of-grays-ferry-philadelphia	$$	Grocery			-75.1938731	39.9393149	19146	3021 Grays Ferry Ave	5	1	12154681550
Made In the Shade Lemonade	made-in-the-shade-lemonade-philadelphia	$$	Farmers Market			-75.19993	39.96244	19103		5	1	
Leroy's Barber Shop	leroys-barber-shop-philadelphia	$	Barbers			-75.20073306	39.96215992	19104	4123 Lancaster Ave	5	2	12673538370
Franklin Cleaners	franklin-cleaners-philadelphia-2	$$$	Dry Cleaning & Laundry	Sewing & Alterations		-75.1940661	39.9586458	19104	3610 Lancaster Ave	2.5	6	12153869060
Itno-J Spa	itno-j-spa-philadelphia	$	Day Spas	Hair Salons	Nail Salons	-75.2023163	39.9570618	19104	4012 Market St	3.5	3	12158953422
Kiara & Company	kiara-and-company-philadelphia-2	$$	Florists			-75.19722	39.95582	19104		4.5	2	12158690690
Maria's Lunch Truck	marias-lunch-truck-philadelphia	$$	Food Trucks			-75.1991781	39.95439676	19104	39th Filbert St	2.5	2	
AT&T	at-and-t-philadelphia-12	$	Mobile Phones			-75.1978226	39.9536438	19104	3741 Walnut St	2.5	8	12152221421
Polish Nail Salon	polish-nail-salon-philadelphia	$$	Nail Salons	Eyelash Service		-75.1943228	39.9589118	19104	3624 Lancaster Ave	2	22	12152201800
Lastminute Lashes̢��_�	lastminute-lashes-philadelphia	$$	Eyelash Service			-75.19993	39.96244	19103		5	1	
Jus Me Catering	jus-me-catering-philadelphia-2	$	Food Trucks	Caterers		-75.19876422	39.9526426		33rd Market St	5	1	12674234302
A & M Halal Food Truck	a-and-m-halal-food-truck-philadelphia	$	Imported Food			-75.1854935	39.9542694	19104	31st and Ludlow	3.5	5	
Jillian Atkinson Makeup Artist	jillian-atkinson-makeup-artist-philadelphia	$$	Makeup Artists			-75.19993	39.96244	19103		5	1	16099702685
Fruit Salad/Smoothie Truck	fruit-salad-smoothie-truck-philadelphia	$	Food Trucks	Juice Bars & Smoothies		-75.18934349	39.95612526	19104	3215 Market St	4.5	2	
Gil's Discount	gils-discount-philadelphia	$	Cosmetics & Beauty Supply	Drugstores		-75.2019272	39.9571609	19102	40th Street and Market Street	3	3	12152220648
Halal Gyro Express	halal-gyro-express-philadelphia-4	$	Food Trucks			-75.19882333	39.95380632	19104	South 38th St	4	1	12672622885
Mais Nails	mais-nails-philadelphia	$$	Nail Salons			-75.19996	39.96168	19104	3880 Lancaster Ave	2.5	5	12153823656
Chez Yasmine	chez-yasmine-philadelphia-3	$	Food Trucks			-75.1972648	39.9510092	19104	3700 Spruce St	4	1	12672595952
Off the Cuff	off-the-cuff-philadelphia	$$$$	Dry Cleaning & Laundry			-75.1938248	39.9560127	19104	3550 Market St	2	14	12152221222
Kim's Dragon Asian Food Truck	kims-dragon-asian-food-truck-philadelphia	$	Food Trucks			-75.1856461	39.9544258	19104	3101-3141 Ludlow St	3	2	
Sandwich Cart	sandwich-cart-philadelphia	$	Street Vendors			-75.1972275	39.9510117	19104	Spruce & 37th St	4	1	
Ak Global Metro Pcs	ak-global-metro-pcs-philadelphia-2	$$	Mobile Phones			-75.2021618	39.9552804	19104	107 S 40th St	4	1	12153862200
Night Market-West Philly	night-market-west-philly-philadelphia	$	Food Trucks			-75.19189	39.9572	19104	3400-3800 Lancaster Ave	4	1	
Ginger Fresh	ginger-fresh-philadelphia	$$	Grocery	Food Delivery Services		-75.19722	39.95582	19104		2.5	2	12679480606
Gourmet Grocer	gourmet-grocer-philadelphia	$$$	Grocery			-75.1992645	39.9523849	19104	3800 Locust Walk	2.5	3	
Chic Afrique	chic-afrique-philadelphia	$$	Cosmetics & Beauty Supply			-75.2011566	39.9627304	19104	3943 Lancaster Ave	3.5	5	12155929023
University Square Farmers Market	university-square-farmers-market-philadelphia	$	Farmers Market			-75.19471492	39.95327577	19104	137-199 South 36th Street	3	1	
Unique Greek	unique-greek-philadelphia	$	Food Trucks			-75.19059	39.9553	19104	3300 Market St	2.5	2	
Mai Food Truck	mai-food-truck-philadelphia	$	Food Trucks			-75.1855603	39.9542911	19104	31st and Ludlow	2.5	2	
Richky's Cafe	richkys-cafe-philadelphia	$	Food Trucks			-75.1880188	39.955101	19104	3206 Market St	3	1	
Penn Tower Hotel	penn-tower-hotel-philadelphia	$$	Hotels			-75.19198103	39.9486552	19104	3400 Civic Center Blvd	2	5	12153878333
Eye Encounters	eye-encounters-philadelphia-3	$$$	Eyewear & Opticians	Optometrists		-75.2025375	39.9553795	19104	4002 Chestnut St	2	7	12159214871
H & J Food Truck	h-and-j-food-truck-philadelphia	$	Food Trucks			-75.18585231	39.95446784	19104	3101-3199 Ludlow St	2.5	5	14843435069
Wheely  Wheely  Good	wheely-wheely-good-philadelphia	$	Food Trucks			-75.19682	39.96048	19104		2	4	12673567598
Hair House	hair-house-philadelphia	$	Barbers			-75.18691	39.95412	19104	Creese Student Center	2.5	3	12158952519
3 Day Blinds Shop-At-Home Services	3-day-blinds-shop-at-home-services-philadelphia	$$	Shades & Blinds	Interior Design	Shutters	-75.1647529	39.9556241	19102		3	4	18776517716
Handschumacher Dining Center	handschumacher-dining-center-philadelphia	$$	Food			-75.1875381	39.9539452	19104	3201 Chestnut St	2	1	12158956199
Lucky Chinese and American Food	lucky-chinese-and-american-food-philadelphia	$	Food			-75.2016763	39.9626006	19104	3968 Lancaster Ave	3	1	12152222447
Surf and Turf Truck	surf-and-turf-truck-philadelphia	$	Food Trucks			-75.1890822	39.9576111	19104		2	1	16099778582
Spring Garden Laundromat	spring-garden-laundromat-philadelphia-2	$	Dry Cleaning & Laundry			-75.1931199	39.9626	19104	3520 Spring Garden St	3	2	19172807197
Doc Popcorn	doc-popcorn-philadelphia	$	Popcorn Shops			-75.1827393	39.9570198	19104	30th St Station	3	1	
Dadz Grilled Cheese	dadz-grilled-cheese-philadelphia	$	Food Trucks			-75.1886395	39.9575683	19104	3263 Arch St	2.5	2	
Wyatt's University Herbs	wyatts-university-herbs-philadelphia	$$	Nutritionists	Health Markets		-75.20239	39.95625	19104	32 S 40th St	1	1	
Philly Gyro - Food Cart	philly-gyro-food-cart-philadelphia	$	Food Trucks			-75.1994529	39.957564	19122	1947 N 12th St	5	1	
