name,id,price,categories/0/title,categories/1/title,categories/2/title,coordinates/longitude,coordinates/latitude,location/zip_code,location/address1,rating,review_count,phone
International House Philadelphia,international-house-philadelphia-philadelphia,,Performing Arts,Cinema,University Housing,-75.197005,39.9551244,19104,3701 Chestnut St,3.5,24,+12153875125
Doctor Cycles,doctor-cycles-philadelphia,$,Bikes,Bike Repair/Maintenance,,-75.1937789,39.9588224,19104,3601 Lancaster Ave,4,23,+12158236780
Bento Box,bento-box-philadelphia,$,Food Trucks,Japanese,,-75.1974792,39.9538994,19104,3713 Walnut St,3.5,3,
Saturn Club,saturn-club-philadelphia,$$,Hair Salons,Hair Removal,Skin Care,-75.19311,39.95352,19104,3426 Sansom St,3.5,78,+12153878981
Central Auto Service,central-auto-service-philadelphia,,Auto Repair,Oil Change Stations,,-75.2003479,39.9623184,19104,3917 Lancaster Ave,4.5,22,+12153864205
University of Pennsylvania,university-of-pennsylvania-philadelphia,,Colleges & Universities,,,-75.1939087,39.9531441,19104,3451 Walnut St,4,36,+12158985000
Bodyrock Bootcamp & Executive Training,bodyrock-bootcamp-and-executive-training-philadelphia,,Gyms,Trainers,,-75.19946,39.96129,19104,3858 Lancaster Ave,4.5,11,+12152407621
New York Gyro Halal Food Cart,new-york-gyro-halal-food-cart-philadelphia-3,$,Food Trucks,,,-75.1992615,39.9512766,19104,38th & Spruce,4,20,
The Whirly Pig,the-whirly-pig-philadelphia,$$,Street Vendors,Food Trucks,,-75.189549,39.957401,19104,3300 Arch St,4,15,+18563576821
Logan Circle,logan-circle-philadelphia,,Landmarks & Historical Buildings,,,-75.19993,39.96244,19103,,3.5,7,
All Seasons Cleaners,all-seasons-cleaners-philadelphia,$$,Dry Cleaning & Laundry,,,-75.2021318,39.9554079,19104,101 S 40th St,4,24,+12153869886
Franklin Field,franklin-field-philadelphia,,Stadiums & Arenas,,,-75.1904144,39.9511566,19104,235 S 33rd St,4.5,8,+12158986151
Insomnia Cookies,insomnia-cookies-philadelphia,$,Bakeries,Desserts,Ice Cream & Frozen Yogurt,-75.1942340590685,39.9510626215343,19104,Houston Hall,3.5,49,+18776326654
Veterinary Hospital University of Pennsylvania,veterinary-hospital-university-of-pennsylvania-philadelphia,,Veterinarians,,,-75.2009886229879,39.9506189281476,19104,3800 Spruce St,3.5,91,+12158984680
Dunkin' Donuts,dunkin-donuts-philadelphia-153,$,Donuts,Coffee & Tea,,-75.202179,39.9546814,19104,125 S 40th St,3,9,+12152441344
KAMI philadelphia,kami-philadelphia-philadelphia,$,Street Vendors,,,-75.1890793,39.9575882,19104,N 33rd and Arch St,4,21,
Pi Lam,pi-lam-philadelphia,$,Music Venues,,,-75.20169,39.95125,19104,3914 Spruce St,4.5,11,
Grays Ferry Crescent,grays-ferry-crescent-philadelphia,,Parks,,,-75.2021455764771,39.9424082580652,19146,,4.5,3,+12152226030
Pennsylvania Optometrics Vision Center,pennsylvania-optometrics-vision-center-philadelphia-2,$$$,Optometrists,Eyewear & Opticians,,-75.1941605,39.9560394,19104,3600 Market St,4.5,11,+12153873600
Rana Halal Cuisine,rana-halal-cuisine-philadelphia,$$,Middle Eastern,Halal,,-75.19281,39.9584,19104,3513 Lancaster Ave,4,8,+12152227136
Penn Book Center,penn-book-center-philadelphia,$$$,Bookstores,,,-75.1921597030391,39.9533242186801,19195,130 S 34th St,4,27,+12152227600
Seasons at Drexel,seasons-at-drexel-philadelphia,$$,Sandwiches,,,-75.189743,39.9541206,19104,33rd and Chestnut St,3,8,
Pizza Wings Steaks,pizza-wings-steaks-philadelphia,$,Chicken Wings,Pizza,Sandwiches,-75.189224,39.960644,19104,3235 Powelton Ave,2.5,33,+12152221397
